,track_id,track_name,track_artist,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,key,mode
10913,2zUwVdcaXijMUqLsp9BycM,Dum Dee Dum - JiKay Remix,Keys N Krates,5PbBLHgCWGbZgdlsAOkTSg,"All Trap Music, Vol. 4",2015-10-02,Trap Nation 🔊,5aPwKjwNHr6dnCejLcPTVx,rap,trap,11,0
2963,5oE58M5Yvljoz1zUtQf1XX,Smile - EP Version,Janelle Monáe,3T3bJi3cvwR5U7ihwgEwF1,Metropolis: The Chase Suite (Special Edition),2008-08-12,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,5,1
5303,14WC41AQDTPVzRUpvcIenM,Birdsong,Claptone,3oGTPoEgDlNxSDMmaWBDS9,Fantast,2018-06-08,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,1,0
15432,7uyWFXp842IIc6GzFIUDvA,Wait For The Blackout,White Lion,2eeIIRG9K6MST0GvnTg0za,Anthology: '83 - '89,2006-06-20,Hard Rock Cafe Classics,3sv5ViKoPDNnZRsklzEGMN,rock,hard rock,2,1
12757,5EdlwzcgIAYs2HGvOnczPN,I Just Want To Be Your Everything,Andy Gibb,3yBKvLLgqZfNTNtoUnq0Uf,Flowing Rivers,1977-09-09,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,9,1
9455,2iO0lEdYJHf5hzEAdAvrJU,Колибри,Kavabanga Depo Kolibri,7w2Qs6LB9WvM8HVO2o6gmN,KDKin,2015-03-16,RUSSIAN Gangster Rap,0Jw0HckkxCfIrOvpN081eV,rap,gangster rap,2,0
14685,5fbR5XxBRLGMue3QKtDgF3,The Village - 2015 Remaster,New Order,6NTrwu1XJ56jBPx7HMksbZ,Power Corruption and Lies,1983-05-02,"""Permanent Wave""",3HjTMn6O6adW8vcSMnqmhw,rock,permanent wave,0,1
5023,3bZUiPh8lS0EowN4L7tJGC,Tether,Duck House,4Hbd6nUkCP46HGjtjBsAk3,Tether,2015-09-11,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,9,0
13232,423hwXFgoN8RYmqLoLuVvY,"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,5mvQHYARofQRsOE2cqBzik,Live!,1975-01-01,Classic Rock Retrogamer,6gUFdcGzKAHyDXY9TKC6cP,rock,classic rock,1,1
22169,3jKJnHixssQxdCShjpirKQ,Little Prince (feat. NIKI),Rich Brian,4Y2V5TihhuWyKGnUzLQEpH,Amen,2018-02-02,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0,1
20264,2ohqtT8jp5VeSBAtBEpSqA,Toxico,Brytiago,4DCHSLuZ3n1r3FItU4f8c7,Toxico,2019-11-15,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,7,1
23722,6YrDRkcDktxgsPcH8x77xm,Ipocondria,Ultimo,7ynNnkdYfFsjMxvfecxAWy,Colpa Delle Favole,2019-04-05,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),6kVFIQBhLT4003iw2WWEv1,r&b,hip pop,5,1
21576,2grAr8pWMuLWn8ZYEE9wDV,Never Seen the Rain,Tones and I,1BYByciKxjYwhRSrWlEjWu,Never Seen the Rain,2019-07-15,Most Popular 2020 TOP 50,1fqkbjEACMlekdddm5aobE,r&b,urban contemporary,9,1
8103,1ULa3GfdMKs0MfRpm6xVlu,We Dem Boyz,Wiz Khalifa,2pl9PVgr8QFKRGY0HY69GI,Blacc Hollywood (Deluxe),2014-08-19,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,8,1
22331,7sTtHHrD0zDpmzQzH3zegz,Consequences,Camila Cabello,2vD3zSQr8hNlg0obNel4TE,Camila,2018-01-12,urban contemporary,4WiB26kw0INKwbzfb5M6Tv,r&b,urban contemporary,0,1
16974,06bGEmVqy2qwKINAuTWg7H,Sunflower Dance,Trog'low,0AJ8Fe0E0L5R55yF97ph5W,Jazz Joints,2018-09-14,Sunny Beats,37i9dQZF1DXbtuVQL4zoey,latin,tropical,5,0
24596,6QxuZMdsElzjC1NnXUfl8c,Full Moon,Brandy,3BdkiVzzAPNAxWFvdGjiEs,Full Moon (European Version),2002-02-25,Ultimate Throwbacks Collection,1dsaMvnC1hXPCNGC4aVtjj,r&b,new jack swing,10,0
25528,122nU5ENr0Y3CX22FvlKi4,Crazy Dream,Tom Misch,5zAiufzCS4SXV7fHNSJPm9,Reverie,2016-07-15,Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,r&b,neo soul,9,1
19837,7DM4BPaS7uofFul3ywMe46,Vente Pa' Ca,Ricky Martin,1FkaJUwfqLdQdSmRPBlw6l,Vente Pa' Ca,2016-09-23,latin hip hop,3nH8aytdqNeRbcRCg3dw9q,latin,latin hip hop,11,0
21740,4osgfFTICMkcGbbigdsa53,Novacane,Frank Ocean,3RYdEXhGHojkTILUdtnRVJ,Novacane,2011-01-01,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,3,1
8441,5A9VzqsC7DdNevB7EHnVA6,Killin' Me,Jelly Roll,2Y0q8RgRdv3zyX3mndNSPK,Sobriety Sucks,2016-05-13,Southern soul & hip hop,4xJULuV0P5PLcMe3xP8Pgj,rap,southern hip hop,4,0
15505,6SXa1S8p30ZneTKS8W9BSG,Rose Red Violent Blue (This Song Is Dumb & so Am I),Stone Sour,4PERSgw7TXqpEZlIVN6zHr,Hydrograd,2017-06-30,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,1,0
27107,62MDahqjuuD2BcZ0QZErzX,Old Love,PLÜM,1B8oiOeMUzZoPgIPi44GVh,Old Love,2019-08-16,Electro Posé - Discoveries,6nZaTh6K1SwhdELFTmA99C,edm,electro house,6,1
3327,7JRO6Gc9H3j0EY3Tsdsft4,Turista del Amor,Jotdog,0WkblI6WGjDtIFphrW4tyI,Turista del Amor,2012-01-17,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,4,0
28673,4PclDQ2lYPmIuhj4G3swK1,Alone (feat. Anjulie & Jeffrey Jey) - Club Mix,Marnik,4hSTJWMuGIfQ8w2Y2VfVSK,Alone (feat. Anjulie & Jeffrey Jey) [Club Mix],2020-01-03,Big Room EDM - by Spinnin' Records,7xWdFCrU5Gka6qp1ODrSdK,edm,big room,11,1
20249,6KrCPjBhvH6h3CLX8AMt9x,A Veces,David Khalis,20pEz1tm5mNnqMaXwlpA0j,A Veces,2019-12-20,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,7,0
28220,4GI5TTxNW5w0SYOEpOQWTG,Angetenar,Rompasso,2FRXh8hPWXXyC0URpW6h1L,House Music Mix 2017,2017-08-16,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,0,1
12342,3YBZIN3rekqsKxbJc9FZko,Paradise City,Guns N' Roses,3I9Z1nDCL4E0cP62flcbI5,Appetite For Destruction,1987-01-01,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic rock,11,1
3857,2csDp6iJqt8VypzWSFrwwT,Marzipan (If You Love Him),No Coast,0odpMWGAW7gZt96OSRrlRQ,Marzipan (If You Love Him),2019-07-08,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,2,1
17763,0BiH40c8QEvMBQm3lrFpZ0,Ni Un Fruto,Denise Rosenthal,5npt66NdxI8WmbC1pQc1Qy,Ni Un Fruto,2019-11-28,Latin Pop Rising,37i9dQZF1DX8womvTyUjrN,latin,latin pop,5,0
11606,29pzjF6ZkzcW3ofgOVbF0t,Here I Go Again,Whitesnake,5HSdx1824FepWuf8NbG7B3,Saints & Sinners,1982-11-20,80s Pop & Rock Hits and Album Tracks,0XOIK4m26aeYSD61E5nSVW,rock,album rock,4,0
20231,70zg99pT51vB4wlMS7e4q7,La Playa - Remix,Myke Towers,3qppmBh6lM8UXGTZF0dyTD,La Playa (Remix),2020-01-03,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,10,0
2340,2GgxS8bUT5G25QJTsfSv0R,Burn,Ellie Goulding,2Dw4fYqDQnxsgoXDdMbqh3,Halcyon Days,2014-01-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,1,1
30546,4mEILaBM7bKZqKAun5tABu,When We Were Young,Lost Kings,4KWqQzRQ0dsdHGpA0OWni0,When We Were Young,2018-05-11,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,8,1
11926,2oezpnnea1VXHpJEbqnBhw,It's Your Thing,The Isley Brothers,21O10zQ7YrFOTgfyRmopHs,It's Your Thing: The Story Of The Isley Brothers,1999,70s Pop & Rock Hits and Deep Tracks,1uKFRCQYci8kVgMy3xzTVH,rock,album rock,10,1
28883,2giazEQyvRYASDqKpOuZlU,Takedown,Dirty Palm,6hukxfWwRgZeDjhIMQH4qN,Takedown,2019-12-13,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,1,1
25347,5jlLBqK31dOqXECKn3jlMX,Sextasy,Swae Lee,5AHaOSqgHl1KLpfujwLpRR,Sextasy,2019-08-15,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,7,1
7738,1bzM1cd6oqFozdr4wK6HdR,Blessings,Big Sean,1j2x7FJXTgUT0X5hZ8TDXE,Dark Sky Paradise,2015-02-24,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,1,1
23925,0qIuovp55BJg9tSmS2ZtFK,Rain (feat. Vince Staples),Mac Miller,07RagZtMuBbLBnaWJbD52h,Mac Miller,2014-08-19,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,r&b,hip pop,0,1
21775,0EbNfrtewVrVYzHKBArtyv,Where Did My Baby Go,John Legend,1ZWwFwSKaREGLWxpGiPAoF,Once Again,2006-10-24,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,9,0
3198,2bHpNAMEsB3Wc00y87JTdn,In The Face Of Evil,Magic Sword,1EB5Ns21S5txFU4dVOsFNM,Volume 1,2015-01-09,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,11,0
15907,2YBlMJksqVb0L3HiAV9B5v,The Fire,Rev Theory,6kI4sW6XUBjFWiDiHAkZNM,Justice,2011,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,2,0
28788,5cImOblhS97lw6MvbPupUu,Strong,R3HAB,55Hll4wRYqiKB3kMm6Hl7n,Strong,2015-11-27,BIG-ROOM NEVER DIES !,4QtO2XySphMOJt7pX0yaVi,edm,big room,5,0
22403,2VQc9orzwE6a5qFfy54P6e,Blessings (feat. Jamila Woods),Chance the Rapper,71QyofYesSsRMwFOTafnhB,Coloring Book,2016-05-27,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,10,1
21534,4wuCQX7JvAZLlrcmH4AeZF,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,Most Popular 2020 TOP 50,1fqkbjEACMlekdddm5aobE,r&b,urban contemporary,4,1
23834,45w70aQhNwke1yrQZO0ffm,Do Right,Glades,3xrrgkDzo0f6BPprS8tih4,Do Right,2017-12-15,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,3,1
4353,74d9QhneUCIUvO00ev5kyX,Just a Little Longer,SHY Martin,11BMDCeD3IO5VnE1VVTSQA,Overthinking,2018-12-07,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0,1
2836,3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,4JBZ0QHveEpESepanNBG8A,Grateful,2017-06-22,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,7,1
6229,2Vx8E3K5icPZR7OCklWBXX,Nonstop,Drake,2o9McLtDM7mbODV7yZF2mc,Scorpion,2018-06-29,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,6,0
18916,2up69Rho7swRdP1MHqzX3n,Pam Pam,Wisin & Yandel,0LHnOx2oLegPCawcuxRF7j,La Historia De El Dúo (Vol.1),2013-01-01,Reggaeton Classics,37i9dQZF1DX8SfyqmSFDwe,latin,reggaeton,10,1
2015,56LdO5geVLy9oOezeTT7HW,On & On - Mixed,MØ,3iKRdUhmUujuJr9BuINdxd,Walshy Fire Presents: MMMMØ - The Mix,2019-11-01,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,5,0
28086,3ocZqgu4jExP3HJetO1I8f,House Music,HUGEL,70Qru9lPVAQtZlkiyt0k6r,House Music,2019-08-09,Club Mix 2020 🍹,7sq6nuruoMyDhEWkX2oYOg,edm,electro house,1,1
22947,49Zxa1yQ9miyQSzuuKBYq9,Lady,Rema,1LLXYglTLoygbDr70iZyyu,Bad Commando,2019-10-04,Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,0,1
7199,3kZoay4ANo86ehb6s4RwS9,Ridin',Chamillionaire,31dzB4ULKZfOH71tuaBiR8,The Sound of Revenge,2005-01-01,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,8,0
3016,7uSZPbd8DxdkmSauCKnITY,We Rise,San Holo,1fgSS7d1R3fin79TUkhuxW,We Rise,2015-02-23,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,6,1
1958,0YPXkQthLWrhNGoKTbwCJ8,(I Just) Died In Your Arms,Cutting Crew,6P6YSjfWz53suf41Bqt9BH,The Best Of Cutting Crew,1993-01-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,11,0
23560,7hN5TKSdRb56uytwIpcUES,99 Problems,Hugo,6Tolvy5sgnENXLNDNwQ9L6,Old Tyme Religion,2011,Bluegrass Covers,37i9dQZF1DX56crgoe4TG3,r&b,hip pop,9,1
1327,07Oz5StQ7GRoygNLaXs2pd,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,1k1HuvFs562Z3CCiSYhtc1,Good as Hell (feat. Ariana Grande) [Remix],2019-10-25,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,5,0
28879,1ujHOEfEB9kfobbUHul0vx,Wicked (with Helion),Medon,5H4COfbehqpvDWpiY4IdHs,Wicked (with Helion),2019-12-20,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,0,1
2857,6ce17pZwsMcYNab5IaC5MQ,I'd Love To Change The World - Matstubs Remix,Jetta,6Rrkbe2xgFPfCF2frnzUg3,I'd Love To Change The World (Matstubs Remix),2015-12-18,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,4,0
8152,5pBvNeOAJ54zgd5lEOmM3b,Without Me,Eminem,71xFWYFtiHC8eP99QB30AA,Curtain Call (Deluxe),2005-12-06,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,7,1
28151,4gRpmZ5dO3q08seSb4t5w2,Energy,Rob Stepwart,246E5OvV4QXhPrGOSj7vdb,Trip Stories,2018-11-27,House Electro 2019,72r6odw0Q3OWTCYMGA7Yiy,edm,electro house,7,1
29095,087zhxfoAGzPjlaGJz2CuR,Dare You - Radio Edit,Hardwell,1Txbj7qE7gV6Wxl5nvAZTh,Dare You,2013-11-15,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,9,1
4898,7bEDDsy2LFC0KSqhZp5nPE,Sweet Disaster,DREAMERS,2dtruUPZ49oSh468hKErtf,This Album Does Not Exist,2016-08-26,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0,1
4945,77c0xyUM14wHa0cEAR9BV0,Lisztomania,Phoenix,6x6YCFZh0r9V7HBs7Dm9QL,Lisztomania,2009-01-01,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0,1
8139,65NkUtHuWTLo7Z3oDHQ6qu,Pop It,Tyga,6xJC9AbMpm4ebrTWz6Fd5S,#BitchImTheShit,2014-11-22,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,10,1
19351,1YwPNemawMgGe6sF4U0FTE,Suavemente,Elvis Crespo,4p7YUpyEWoFheYconnjTqh,Suavemente...Los Exitos,2008-07-21,REGGAETON ANTIGUO 🔥,42E6uFhL4e2nXmbmeigwXb,latin,reggaeton,8,1
922,5ZULALImTm80tzUbYQYM9d,Dance Monkey,Tones and I,2pJXQvY0YeDvVJ9gMU9G7j,The Kids Are Coming,2019-08-29,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,6,0
1424,5yDL13y5giogKs2fSNf7sj,Glad You Came,The Wanted,2hnaJ8ktG2FSP1EthsCo6N,Battleground (Deluxe Edition),2011-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,7,0
21652,5jlLBqK31dOqXECKn3jlMX,Sextasy,Swae Lee,5AHaOSqgHl1KLpfujwLpRR,Sextasy,2019-08-15,New R&B‏‏​​   ‍,4I6rTSxqKl1LRvES2O9owQ,r&b,urban contemporary,7,1
23165,4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,9,0
29524,5ZEM9j0jrFr5RdHEbl2MYV,Sex,Cheat Codes,62XbANCAKGWV4riFmjGRCz,Sex,2016-03-07,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0,1
26421,0SsL24tWTdMshmTBhK95HV,Doors Closing,Moonchild,3Q4mnXDUcVMhx3AVRCbcgi,Voyager,2017-05-26,Neo-Jazz Soul RnB & Afro,48AzM7l4M02DBYd2N3IFLP,r&b,neo soul,10,1
23870,09oCOptpWAPyV0gqxBUCJr,Champion,Fall Out Boy,3isVltr2QZQk23EQGWYfHz,Champion,2017-06-22,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,0,1
4768,4jFZAUKEVJkaba8aCqHR3d,Lonely,Walk Off the Earth,6qZ8FH1kaM2V2BPXtRvPbZ,Lonely,2020-01-03,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,1,1
6626,55kxuWtCLOZ9LD7paQylnO,Beige,TOBi,7JNh6e48gMbtw75GLOARSA,Beige,2019-10-15,Alternative Hip Hop,37i9dQZF1DWTggY0yqBxES,rap,hip hop,0,1
21833,5Y0E3dOeynKuLDAXu0t0Bg,Oops (Oh My) [feat. Missy Elliott],Tweet,7uAkY4ERL5Y0BopRxmd3AX,Southern Hummingbird (U.S. Version),2002-04-02,The Sound of Urban Contemporary,07zF8MjQPsiYUXiAIGZ5TA,r&b,urban contemporary,10,0
894,6O3GXI34itpMqZbBYHNgoX,WILD LOVE,ELEVATION RHYTHM,6egEvDkcMBG9XDAsIvaOsE,WILD LOVE,2019-09-13,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,1,0
15386,4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',The Doobie Brothers,0M2KWMbvY5x1sUnIKNpyUt,The Captain And Me,1973,Hard Rock Cafe Classics,3sv5ViKoPDNnZRsklzEGMN,rock,hard rock,7,0
5923,15gaivYRuN6mra3Ib4z3tt,Poles,Quin Nfn,7mDCo8ejyIyI810PsHG4lM,4NUN,2019-10-25,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,1,1
1999,69XfuvMn6utux2Qd7uSyrA,Picture (In My Brain),Trynket,6dWzeIsOUc6SzKKIbZlvXa,Picture (In My Brain),2019-08-31,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0,1
5249,6GbWNeR3P9MTCmSyPVHgb1,Taste,Rhye,6yoGOJsTjU7w2amKcUUX7S,Blood,2018-02-02,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,1,1
25299,2b6nCD2LqFzcczjGvKIZDc,You Got Me,Conya Doss,1i69Owg6dpzzaeTfZ5DYLZ,You Got Me,2014-01-01,Neo Soul Music,78RRvktrPMSqAoCI21mNOe,r&b,neo soul,8,1
7834,2NxgsA7eJXj8sBSsoKP3OT,Can You Feel Me,Dru Down,6nt2Uzox9ZAWjyPvHLcuwS,Can You Feel Me,1996-08-06,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,6,0
21522,4DQTdFaGep7IsnB4duY1xM,Beat Like A Drum,Jenil,7rR5IWggq4T3MpYOCyWdHw,Beat Like A Drum,2019-04-26,URBAN NATION,4EKXjB5zlv2DpTS84h407H,r&b,urban contemporary,0,1
19337,6ukh1NxuelpjLOZBlcBCmh,Llamado De Emergencia,Daddy Yankee,7n8EDZcG8iOUezWUEK07Ba,Talento De Barrio,2008-01-01,REGGAETON ANTIGUO 🔥,42E6uFhL4e2nXmbmeigwXb,latin,reggaeton,4,0
26221,7A4DelrsueDxATfANucgZ9,Nobody's Perfect,Anti Lilly,74Ovprbg1YGQ9fzhQT089g,It's Nice Outside,2017-08-21,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,2ujrP2rPxu8ao7wNeG1ZOY,r&b,neo soul,6,1
4203,1ko2lVN0vKGUl9zrU0qSlT,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",1lKYaRbV0AayVPss9i4oOp,Anthology,1985,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,1,1
30333,36P6ptTyxOggYgR2aoZiAl,Pisadinha,Diego & Victor Hugo,2Ir3JLRBTe6UNagIu9CsYV,Pisadinha,2019-11-22,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,3,1
30386,5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,Pedro Capó,1tFnP9PwIMeMIuj92mfswZ,Calma (Remix),2018-10-05,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,11,0
18778,5m3jpKkgkfoMcym1qjToFg,Jangueo,Alex Rose,0owN7Uk2MRirowjo9PQv14,LOST,2019-11-08,Baila Reggaeton,37i9dQZF1DWY7IeIP1cdjF,latin,reggaeton,11,1
25339,6FmnsSVdJJojBYzecDlpPO,Ride (feat. Kehlani),YK Osiris,7MWDbgk0WUzO5pg0g3H2cX,Ride,2019-10-04,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,7,0
17419,6ZixfeFT8V0Nle1rMZAekY,Next to Me,Otto Knows,4I46tkai1n6ZlPUw8YCp5h,Next To Me,2015-05-08,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,11,1
17677,7gAyu0od48mkaCw1laPKVC,Naagin,Vayu,1qvwPj7hWoVYJ0S5z5mbag,Naagin,2019-10-17,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,9,1
32167,4OX6I7otVz7ANxPh6uCG9B,Just A Dream - Flaremode & Adler Remix,Nipri,0HNbCxMp3KmtvUx5j9WowM,Just A Dream (The Remixes Pt. 1),2020-01-17,Brand New EDM,2dNitDEHM9FpUGEHWc7zyW,edm,progressive electro house,5,1
9147,7iL6o9tox1zgHpKUfh9vuC,In Da Club,50 Cent,5G5rgQHzdQnw32SI0WjIo5,Get Rich Or Die Tryin',2003-02-06,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,6,0
12835,1nE78lQ7ix7XNrjuzTE4Jz,Born On The Bayou,Creedence Clearwater Revival,04CGA9H5xjYGnGMB8cLYRv,Bayou Country (40th Anniversary Edition),1969-01-05,Supernatural Classic Rock,6oghIlByD49KFGNmNU8GSH,rock,classic rock,9,1
4435,6JEqJbL1brIBySspoKU2CL,Friends Go,Maggie Lindemann,1Y0c2Xe2FKv4vD5phGNNEj,Friends Go,2019-03-22,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,5,1
14834,33W6nFqHIhVCfGLiafK3kr,Mondays,Onlap,36efY5UeThYzvKmS4wRJTL,Mondays,2020-01-10,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,2,0
18917,2KtNeULMaw8sFkr8w13WWB,Ven Bailalo,Angel Y Khriz,395yG7il5B0i3V22UN37y2,Strictly Latin Dancing Come And Dance,2011-12-29,Reggaeton Classics,37i9dQZF1DX8SfyqmSFDwe,latin,reggaeton,4,1
1017,26fhQbuzry0XWjNmmaKdcr,Symphony - Acoustic Mix,Sick Individuals,12VxB5ssRGs3BMQPKok2xx,Symphony (Acoustic Mix),2019-01-28,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0,0
24739,3IDzttBFq4fOccjQbhkQWF,Tell Me It's Real,K-Ci & JoJo,2GX5OWnoIrjwRRhm2jI7ui,It's Real,1999-06-22,"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",3a9y4eeCJRmG9p4YKfqYIx,r&b,new jack swing,3,1
2083,3SMxd9vNy41n9Xk4UFw36S,Just Wanna Be With You - Original Version,High School Musical Cast,6j8k5gIeWzXapGKTVaZzER,High School Musical 3: Senior Year,2008-01-01,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,2,0
14943,0sgDEFq9oeC8ueOK0mR5IA,Working for the Weekend,Loverboy,5NwluvA7kQLbxKOtXqkY1m,We Are The '80s,2006,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,7,1
20223,0pgraOx6xHze0xbEzxFsX9,Into You - Original Mix,D.Polo,41FEQL37T3gR0rWFt00XsA,Into You,2015-04-13,Latin Village 2019,3JcJCsvBnRsA6oc7eUYDSB,latin,latin hip hop,9,0
2396,1gugDOSMREb34Xo0c1PlxM,She Looks So Perfect,5 Seconds of Summer,2LkWHNNHgD6BRNeZI2SL1L,5 Seconds Of Summer,2014-06-27,Post-teen pop,2KyjkYsSsC1UR75b0m98vd,pop,post-teen pop,9,1
30716,0JhKJg5ejeQ8jq89UQtnw8,Levels - Radio Edit,Avicii,4mkvtXQd6rD7zuAHhexEvb,Levels,2011-01-01,Pop EDM,5EgzhnSirHRvu1AqlFLllv,edm,pop edm,1,0
29994,6QMAf9jRnc0w61og2W4Qzu,Faded,NERVO,3wmePGOaCMyxRI5i9pTGGj,Faded,2019-11-01,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,1,1
