,track_popularity,track_id,track_name,track_artist,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,key,mode,combined_text
9680,58,4LGMSdeKOUoy5Wf75Je0Hl,can i get a,JAY-Z,3j1xCJdBMCl6wYQXurz2tb,vol 2 hard knock life,1998-11-29,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,8,0,can i get a vol 2 hard knock life rap gangster rap
8046,52,1Mi6uegC4pRxQZw1CB5Fk9,can it be all so simple intermission,Wu-Tang Clan,3tQd5mwBtVyxCoEo4htGAV,enter the wu tang,1993-11-09,90's Hip Hop Ultimate Collection,4IG024zoaGMurhTFBkMAv9,rap,southern hip hop,7,1,can it be all so simple intermission enter the wu tang rap southern hip hop
19791,85,58wyJLv6yH1La9NIZPl3ne,can we kiss forever,Kina,0MGcjBIFcL2qaCrgGjIGFb,can we kiss forever,2018-08-31,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,4,1,can we kiss forever can we kiss forever latin latin hip hop
245,57,1k08GK7ox8SDmEMvn81TwU,can we pretend,P!nk,0I9UedpOOvAbt7MsHe1X6U,can we pretend,2019-06-28,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,1,0,can we pretend can we pretend pop dance pop
7834,41,2NxgsA7eJXj8sBSsoKP3OT,can you feel me,Dru Down,6nt2Uzox9ZAWjyPvHLcuwS,can you feel me,1996-08-06,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,6,0,can you feel me can you feel me rap southern hip hop
21836,61,1vbe9sh7U9vdMceAhitWr2,can you stand the rain,New Edition,1bTjSqotSDtUjcwFfukTQP,heart break,1988-01-01,The Sound of Urban Contemporary,07zF8MjQPsiYUXiAIGZ5TA,r&b,urban contemporary,8,1,can you stand the rain heart break r&b urban contemporary
23729,1,3LHhmiUuQtT1UpgXlGOIEH,cant do without your love,Stevie Wonder,2hZDJ1IP1gxyFGdF8VwtdE,motown unreleased 1969,2019-09-20,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),6kVFIQBhLT4003iw2WWEv1,r&b,hip pop,1,0,cant do without your love motown unreleased 1969 r&b hip pop
23189,47,44pS6uiJC5PX5hTamjd3ly,cant fear the night,Momo Soundz,6uF6x2hw27PMpBV4QkR11m,cant fear the night,2019-11-08,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,11,0,cant fear the night cant fear the night r&b hip pop
11523,73,5WwqdeavrQrbeAMDxGawse,cant fight this feeling,REO Speedwagon,35KafpmKh0nDLzBLV75MpR,wheels are turnin,1984-11-05,80s Pop & Rock Hits and Album Tracks,0XOIK4m26aeYSD61E5nSVW,rock,album rock,9,1,cant fight this feeling wheels are turnin rock album rock
31680,52,0qJDy1QsmmnZt343XTzxQd,cant get enough,Soulsearcher,6DZRjWOhvrKPhskYeCi2Jm,cant get enough,1998,House/Electro/Progressive/Disco/Lofi/Synthwave,42jbIN5Zj0UUPdtmqxQRKF,edm,progressive electro house,4,0,cant get enough cant get enough edm progressive electro house
3066,69,3dTmgecC7MCMbteWjf8Ls7,cant get over you,KVSH,5McVvbere3ujsgUgEp5gGR,cant get over you,2019-07-12,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,9,0,cant get over you cant get over you pop electropop
31591,26,25ZBQm6D2CPdc36Ftlz69r,cant go home,Steve Aoki,3UfFBZ8671xN3fnuXgPXOC,cant go home,2016-08-26,Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,9,0,cant go home cant go home edm progressive electro house
26137,8,3o9PU86yJAeojzW69KdLh6,cant hide love,D'Angelo,6kdaBN7lOYDLZfCAGiSecr,ultimate dangelo,2008-01-01,Neo Soul,2YPP7fiYu5pIcp2yyHvw4A,r&b,neo soul,0,0,cant hide love ultimate dangelo r&b neo soul
29926,36,1s3DmLaz2fIukAwMwUWTQb,cant hide from love,Roberto Marín Muñoz,7iKvwmSMMgo1WXeDf6F6av,cant hide from love,2019-11-22,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,0,1,cant hide from love cant hide from love edm pop edm
30409,83,3bidbhpOYeV4knp8AIu8Xn,cant hold us,Macklemore & Ryan Lewis,76FXHQhTuT4QMIxfL09gX8,the heist,2012-10-09,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,2,1,cant hold us the heist edm pop edm
23394,62,6lrRIfQDcikJ5y5DtyZPuJ,cant let you go,Fabolous,46tIBaFs0Ov0HJsCDrq1Kl,street dreams,2003-02-01,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,9,1,cant let you go street dreams r&b hip pop
2956,37,3vSQ77N9hFsXQDG9OqmEJK,cant live without your love,Janelle Monáe,3bnHtSmmsgJiG82hGCmsq9,the electric lady,2013-09-06,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,6,0,cant live without your love the electric lady pop electropop
13381,26,6l5XnGdX73q4zuniAQgKYC,cant stand losing you,The Police,3s9o7LSofJfIZafUgkDe9O,every breath you take the classics,2003-01-01,Classic Rock Greatest Hits,6TeyryiZ2UEf3CbLXyztFA,rock,classic rock,2,0,cant stand losing you every breath you take the classics rock classic rock
2567,56,5NetSTs4dgiR6GLrZOQcwJ,cant stop dancin,Becky G,0fwnH770rSy9L2F172lTMu,cant stop dancin,2014-11-04,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0,0,cant stop dancin cant stop dancin pop electropop
32769,44,4T77iXUxETQmjyxMkuCSTr,cant stop me,Afrojack,2qQm9C4psOkiffJqMIbWd6,cant stop me,2012-02-28,♥ EDM LOVE 2020,6jI1gFr6ANFtT8MmTvA2Ux,edm,progressive electro house,0,0,cant stop me cant stop me edm progressive electro house
26096,1,0dbuo1Rl0r5ba9HCoaSPL9,cant take my eyes off of you,Ms. Lauryn Hill,3KfWAE3Y0JDa7CNo8ovJWu,the miseducation of lauryn hill,1998-08-25,Neo Soul,2YPP7fiYu5pIcp2yyHvw4A,r&b,neo soul,1,0,cant take my eyes off of you the miseducation of lauryn hill r&b neo soul
22250,28,4y08InEX3ML1NpBhyRv5Im,cant trustem,Dizzy Wright,2GBIldTF1f66ytmEYqGN8F,free smokeout conversations,2012-06-12,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,9,1,cant trustem free smokeout conversations r&b urban contemporary
20621,13,129cVllFJHHwSJuW4JnR4F,cant we try,Rockell,24M5abzV6CdgyLA0vYx5Fn,cant we try,1998-05-15,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,9,0,cant we try cant we try latin latin hip hop
15331,65,4fUU9WKxEgJXyrZJsUA2iP,cant you see,The Marshall Tucker Band,1w7JOjdpfTBz4rvhWQDWJz,the marshall tucker band,1973,HARD ROCK CAFE,55ybnG2z8rpTIerRfnCsw6,rock,hard rock,7,1,cant you see the marshall tucker band rock hard rock
24873,61,174UISK3l7VRbigEHxEev7,cant you see,Total,4uLoT81NWVFx09mkfnGCHb,total,1996-01-30,The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,8,0,cant you see total r&b new jack swing
12179,47,7KCTbCIcb2acPttGcCkKbe,cancion animal,Soda Stereo,3QTxxZucih0hympCczXXuO,el ultimo concierto a,1997-10-09,Soda Stereo – El Ultimo Concierto,3opIxv3Y5GmXDNpbLFZxIm,rock,album rock,4,0,cancion animal el ultimo concierto a rock album rock
20486,1,2I1uzkNYEJ5FOzLjI0ssTX,candy,Plan B,5pmzAkyir6lTI7V0dYx7WD,love and sex,2014-09-09,Latin/Hip Hop/Dancehall/Soca,2rg9LCyvaMQvnCE2hVndpR,latin,latin hip hop,11,0,candy love and sex latin latin hip hop
24418,59,4j1Bk0BEIGCF9hR7cSwl9d,candy rain,Soul For Real,0GmC4fd7RwxsFoo5Ht4nKp,candy rain,1995,New Jack City,6RLvj5OnEuPzI1P02KwnzK,r&b,new jack swing,11,0,candy rain candy rain r&b new jack swing
28865,36,6Q0eXoO7Kdal8oYFnASqpJ,candy shop,Olympis,1EtewkJs8zxlcKOGYGjVUF,candy shop,2020-01-17,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,6,1,candy shop candy shop edm big room
6795,71,1yTJg3lyUPmwbnve82twH5,canela,Nanpa Básico,6AgxVg5UPdPs5b0GCUEQ38,canela,2019-03-22,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,10,1,canela canela rap hip hop
16915,42,7mEnJTh1DG1grTeGexAOjW,cara de nino,Jonathan Moly,6RnI6feTup3qel1geSPVPy,cara de nino,2019-11-15,Tropical Rising,37i9dQZF1DX07X8UDWKEwP,latin,tropical,0,0,cara de nino cara de nino latin tropical
16468,45,2cElznINAHvKeHzv97ZuAV,caramelo,La Lá,1FsZ3DfeXndrOrpWNBWk6J,zamba puta,2017-03-25,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,9,1,caramelo zamba puta latin tropical
6288,73,4HPTladgOGcGzleMR3I0FK,carbonated water,Ski Mask The Slump God,5Pp2riAYLF6W6KnUR0ke3O,carbonated water,2019-10-31,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,10,1,carbonated water carbonated water rap hip hop
3667,2,4fVdtkBSTaOuecdWKcXmRX,careless whisper,George Michael,59x2pzuxQaaLEf9ujqQGq9,ladies gentlemen the best of george michael,1998-11-09,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,2,0,careless whisper ladies gentlemen the best of george michael pop electropop
28545,44,6xt95LFkU8fAQr3CK4lpC9,caribbean rave,W&W,1h9sinMdUi8pkYwGqgvYaS,caribbean rave,2016-10-31,Big Room House | Festival Bangers,5Bx5niVgi3qGQQw06C0RKq,edm,big room,4,0,caribbean rave caribbean rave edm big room
16431,40,4N4STDrAmiZoVLVFGwDXp3,caribena,Lorena Blume,6pqif5AJYmhoYERQhbHVyM,caribena,2019-03-22,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,7,1,caribena caribena latin tropical
17922,56,3yuMVIBCFl6s1PDuSN3pi4,carita bonita,Erre XI,0PKXKZ0k8BPkxT4nOVFESl,luny tunes presents erre xi,2008-01-01,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,4,0,carita bonita luny tunes presents erre xi latin latin pop
19249,63,6ORMS8Ep717H3vzQFahFiy,carino mio,Chyno Miranda,633EQz5mNZHb0lEl2fbHuz,carino mio,2019-07-26,Verano Forever,37i9dQZF1DXdnGF35OawbN,latin,reggaeton,1,0,carino mio carino mio latin reggaeton
9781,32,3zIWKwDZU8loj68URlEQAf,carlitos way,Asilo 38,6uWE87gLvSWufttoeMOgN9,la hoguera,2001-06-01,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,2,1,carlitos way la hoguera rap gangster rap
18619,50,2qyyS2lOdC7oxZDQ7tCuY0,carnavalera,Bomba Estéreo,2nlKetdWi0Kc4RU1Xe5SPb,carnavalera,2019-03-29,Exitos 2020 - Latin Billboard,0k2IDDkcVyIpIgE6d1woDM,latin,latin pop,7,1,carnavalera carnavalera latin latin pop
6781,49,1nvLkscYH1VRz3sDtEp3lO,carne,Santa RM,3A900iJUaZkiYcXHBDFFqq,carne,2019-12-20,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,5,0,carne carne rap hip hop
15290,45,55tTwiyz2MxqwJa3uyynag,caroline,Status Quo,6sE9xagbayC2Xa1tXlZxtC,hello,1973-09-28,HARD ROCK CAFE,55ybnG2z8rpTIerRfnCsw6,rock,hard rock,5,1,caroline hello rock hard rock
30305,78,6ZWkf3FDQQmyeel23ECpIP,carreira solo,Gusttavo Lima,66NKNYefBOKnX6mi6zDdHw,o embaixador in cariri vol 2,2019-10-31,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,2,1,carreira solo o embaixador in cariri vol 2 edm pop edm
26810,36,2b5quz1xqBnmUeYYPdPkuS,carry on,F.O.O.L,4ZJZ2kDMkvzaMD55T6E6ac,carry on,2019-04-01,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,5,0,carry on carry on edm electro house
16788,79,3y3brCCecHC3Db18aIOnny,carry on,Kygo,1Z7WbPmn7QFoJ2DrNfEehz,carry on,2019-04-19,Tropical House 🏝 2020 Hits,2SRbIs0eBQwHeTP7kErjwo,latin,tropical,9,0,carry on carry on latin tropical
32545,67,4fK2NU9UyQJV74ZGiSVYsr,carry on,Kygo,14BprFzfLNat9osGVdFmXM,carry on,2019-05-30,"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",73uj4YmsC7SJ6SbUMTvf07,edm,progressive electro house,9,0,carry on carry on edm progressive electro house
7881,35,2pFKuQp8QLsp9Hl3YXuaGo,cars that go boom,L'Trimm,0E1RAovpx1JdkUxMrZoG4w,808 the compilation,2015-11-20,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,10,0,cars that go boom 808 the compilation rap southern hip hop
20897,48,1VsClV89BOYGlN7RITBHYc,casablanca,Equalz,1KPFU6sP0o457VZsUESt7N,update,2016-11-25,🔥🦁 GOOD VIBES ONLY 🦁🔥 // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,7,0,casablanca update latin latin hip hop
3301,69,11BAVEGi1ivJ6JWLqKUNrZ,catch release,Matt Simons,58QMygeIUrtywKMkasnDUk,when the lights go down,2015-09-30,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,1,0,catch release when the lights go down pop electropop
30882,58,4UIAJ1WnUvAPPdkzq2rn1i,catch me,Flux Pavilion,7ACxS7rtYV8HyHgj0FD0cb,blood for mercy,2015-11-20,Happy EDM,3d2JFEbvcx7p2CHkBaQeMZ,edm,pop edm,7,0,catch me blood for mercy edm pop edm
11660,2,0DbRkFE2KAyNXnKzD9inpV,catherine of aragon,Rick Wakeman,61CleyhcaLoE0xYyphY8S3,the six wives of henry viii,1973-01-23,Progressive Rock / Metal - Rock /Metal  Progresivo,7GhTpb4eOp6403Bmgqz3db,rock,album rock,7,0,catherine of aragon the six wives of henry viii rock album rock
24615,1,2fnhNj2TOQzQBX6OlVvQq6,caught up,Ja Rule,1IzGIg7yq3LsiP2kH0Yusz,rule,2004-01-01,Ultimate Throwbacks Collection,1dsaMvnC1hXPCNGC4aVtjj,r&b,new jack swing,1,0,caught up rule r&b new jack swing
17731,51,3vYY0BG9V1odj5gcpizYBD,cause a commotion,Bugzy Malone,3WuBUaFonxxcUVCNNQoE44,cause a commotion,2020-01-15,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,7,0,cause a commotion cause a commotion latin latin pop
8453,19,7lPaEd1BqOycaFRo05WIwK,cause we can,SMO,2PP82z7ab2RRk3JJT2ENEJ,special reserve,2018-02-23,Southern soul & hip hop,4xJULuV0P5PLcMe3xP8Pgj,rap,southern hip hop,0,1,cause we can special reserve rap southern hip hop
12917,37,1kXPcN9OPdz7kPxc8HjFsY,cause the world is small,Brothers Page,2xwx3xhcM7EQ30QxGz32io,back to you,2019-12-27,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,classic rock,2,1,cause the world is small back to you rock classic rock
19556,58,4Q86Rla975iNHXmZg3c7AT,cazador,Matt Hunter,6P2jN8Y1pwSFLNZDAudzk5,cazador,2019-04-19,Reggaeton 2020 😍 🔥,03sDEv7FN58Mb9CJOs1Tgn,latin,reggaeton,1,0,cazador cazador latin reggaeton
4131,60,1MSM3Fo2fvnwVqMcz8Jhjq,cecilia and the satellite,Andrew McMahon in the Wilderness,4IVdl0FxI7cpwyLh8JWOdG,andrew mcmahon in the wilderness,2014-10-14,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,5,1,cecilia and the satellite andrew mcmahon in the wilderness pop indie poptimism
7198,56,5wvxRlpUTSX9CE52yFZsIY,cell therapy,Goodie Mob,6cKgDS8oVcCNw9EjQf66er,soul food,1995-11-07,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0,1,cell therapy soul food rap southern hip hop
19261,54,6zBPAwZlbvAmIWSJDEvV2V,celosa,Alejandro Gonzalez,5kTrXlgBrSQl6zV6hjkK8k,celosa,2019-03-22,Verano Forever,37i9dQZF1DXdnGF35OawbN,latin,reggaeton,1,1,celosa celosa latin reggaeton
9910,37,1NJel5c5LSc9Ac7UAeoJtp,centipede,Killstation,6zxlBNvj5r5fHc1Ryg6G61,centipede,2016-06-03,< DARK TRAP >,19WuHd4MxWLzE1fpMmw4S4,rap,gangster rap,10,0,centipede centipede rap gangster rap
23539,31,42zrLbtRnhMwVN6T43fRRp,centuries,Pickin' On Series,3gi2gORW66TUEFYq2X0LK3,pickin on the hits of 2015,2015-07-31,Bluegrass Covers,37i9dQZF1DX56crgoe4TG3,r&b,hip pop,9,0,centuries pickin on the hits of 2015 r&b hip pop
2776,26,6z23ntQL96zhacGOqQO87c,cerca,Javiera Mena,4C3iEuPGaKx70a24kTEZmA,espejo,2018-04-27,This Is: Javiera Mena,37i9dQZF1DWSOvcBNdfJ87,pop,electropop,7,1,cerca espejo pop electropop
7226,18,1y6e9wIOb6FBwH13erkDwO,cereal killer,Geto Boys,0RKFBA5pwzXGBvcbOkd1g3,til death do us part,1993-03-09,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,4,0,cereal killer til death do us part rap southern hip hop
26093,30,4jsPXSR5zZoOHv8uWX0PGG,certainly,Erykah Badu,0ANbEIqol6OKQl36DYBAom,baduizm special edition,1997-02-11,Neo Soul,2YPP7fiYu5pIcp2yyHvw4A,r&b,neo soul,1,1,certainly baduizm special edition r&b neo soul
23870,3,09oCOptpWAPyV0gqxBUCJr,champion,Fall Out Boy,3isVltr2QZQk23EQGWYfHz,champion,2017-06-22,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,0,1,champion champion r&b hip pop
2549,54,3D4QFgYa3P9P0gjmv4eX6I,chandelier,Sia,2VawBjnDpK1sa3iEERjiAq,chandelier,2014-03-17,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,1,1,chandelier chandelier pop electropop
25590,82,6Nle9hKrkL1wQpwNfEkxjh,chanel,Frank Ocean,6OGzmhzHcjf0uN9j7dYvZH,chanel,2017-03-10,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,0,0,chanel chanel r&b neo soul
5037,45,0Cqm4rlGZw9mUyzVAYHiVf,chartreuse,Capital Cities,3WrufJir7I61NkvkDwxero,in a tidal wave of mystery,2013,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,9,0,chartreuse in a tidal wave of mystery pop indie poptimism
10308,52,6CnxdpRiwZHxWFzeEkPRHv,chasing light,MEMBA,0YQxg69mRBR0UaIYN2F0YG,chasing light,2019-11-29,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,10,0,chasing light chasing light rap trap
31323,50,41lGFu6MDXGoLWSfEWwEEW,chasing shadows,Justin Mylo,3KfVTNWfcY93XFIo7JNSHM,chasing shadows,2018-04-06,Female Vocal EDM,5QaPRbVgbEcCc9jC1UxgD1,edm,progressive electro house,0,0,chasing shadows chasing shadows edm progressive electro house
22884,60,2eg2gvPXuwZ9FyrPaLgrXi,chateau lobby,Father John Misty,2A8IKX257C4hJaYUHMhLP7,i love you honeybear,2015-02-10,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,r&b,hip pop,0,1,chateau lobby i love you honeybear r&b hip pop
30637,77,27SdWb2rFzO6GWiYDBTD9j,cheap thrills,Sia,77jAfTh3KH9K2reMOmTgOh,this is acting,2016-01-29,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,6,0,cheap thrills this is acting edm pop edm
26957,55,60S0MHNzjWWE0pvfP31ffY,check me out,Brooke Evers,6bIyPPP5cJcRo9beTlIwWD,check me out,2019-03-06,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,10,0,check me out check me out edm electro house
594,76,7vFoFDWqTX0mHzLfrF1Cfy,cheerleader,OMI,7cVXH4slEYzGjDh498OFyL,me 4 u,2015-10-16,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,4,1,cheerleader me 4 u pop dance pop
32094,35,3jBCTvWRsLVgzryMaPJKhw,chemistry,Wiwek,7tGNMJ8LL9pBbxfySrAZ1S,cycles,2019-04-10,Epic Bass Drops | Best House Mixes,4IS7o1utOzhimFEFnj9gmu,edm,progressive electro house,1,1,chemistry cycles edm progressive electro house
3186,15,2iOUaAoZgZYImCz6LIQBxe,chemistry,Jennifer Touch,2jQjkT4bO7uJo6aEftFmee,chemistry ep,2019-03-01,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,7,1,chemistry chemistry ep pop electropop
3629,65,7LygtNjQ65PSdzVjUnHXQb,cherry pie,Warrant,4LgsHyufRmmcB1HIqTES19,cherry pie,1990-10-14,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,2,1,cherry pie cherry pie pop electropop
20811,77,0PabDDMMzwmn9cfJsfes7W,chica bombastic,Wisin & Yandel,7CxQ4WnscnBTcW4G2JNjHO,chica bombastic,2019-10-18,VidaLoca - Latin / Raggaeton / Hip Hop ©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,8,1,chica bombastic chica bombastic latin latin hip hop
16501,37,3h30ZzkjCyx7YfVRmR8Yyp,chica fugaz,Ricardo Bendek,5OiXEbX19YyMdsvs81U82D,chica fugaz,2019-10-13,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,1,0,chica fugaz chica fugaz latin tropical
30470,76,6wyr4ReB05D9sJB1Rsmcqo,chicken noodle soup,j-hope,76IRLp7YzBVLKsat6Ro9ae,chicken noodle soup,2019-09-27,K-Crazy Michioso Tunes,37i9dQZF1DWUXxc8Mc6MmJ,edm,pop edm,2,1,chicken noodle soup chicken noodle soup edm pop edm
9041,59,34MRi5GRWHFUa731JBxFEl,chief rocka,Lords Of The Underground,15nPVESpZNf0QBRwu2sMbI,here come the lords,1993-01-01,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,1,1,chief rocka here come the lords rap gangster rap
6483,50,5YNzJfDXOHXoVIXd0PBku9,childish dreams,Misc.Inc,2N7WR3weCQRWhIod5LVdi7,childish dreams,2018-11-02,Lofi Hip-Hop,37i9dQZF1DX36Xw4IJIVKA,rap,hip hop,9,0,childish dreams childish dreams rap hip hop
6125,77,5uDASfU19gDxSjW8cnCaBp,chill bill,Rob $tone,5qBu7Ab6alstSCAzxTJMb1,chill bill,2016-06-17,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,6,1,chill bill chill bill rap hip hop
17966,4,07bBCZ2bNs5gVlm4e7tJQ1,chillax,Alkilados,1R11okxfDLVfVbxboHAI7j,chillax,2015-08-25,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,10,1,chillax chillax latin latin pop
16514,15,13roqX9Iow1epU7pMOYmgI,chillseekers,Chill Cole,34kp6iILHhggrkYCnXg9sd,cafe dreamer,2016-06-23,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,11,0,chillseekers cafe dreamer latin tropical
22027,39,69btiejQOmpHxMEGuoQuQZ,chinchetas en el aire,Los Delinquentes,1397WYVgrsmNBAhwSzGtGg,recuerdos garrapateros de la flama y el carril,2006-07-10,Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,6,0,chinchetas en el aire recuerdos garrapateros de la flama y el carril r&b urban contemporary
18568,45,5L4ovuTRSmPWACgu8W9lGn,cicatrices,Kalimba,162lz9CAxX5Epy5YR2o7Pe,cicatrices,2019-07-19,Exitos 2020 - Latin Billboard,0k2IDDkcVyIpIgE6d1woDM,latin,latin pop,7,1,cicatrices cicatrices latin latin pop
6388,54,7kcBLq8OZfn6cKE3Zgxle2,cinderella,ICEKIID,5ylHXta1oFI7YSL3t07AU5,cinderella,2019-10-11,DK rap,37i9dQZF1DXdhDukKQ88Cc,rap,hip hop,1,1,cinderella cinderella rap hip hop
27379,47,1yUC3N6bGNcojpxPS3COYD,cinnamon girl,[dunkelbunt],6PkZWzDQr1vhDFHKTI8YlR,raindrops and elephants piranha re interpretations,2009-06-26,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,8,0,cinnamon girl raindrops and elephants piranha re interpretations edm electro house
18419,41,2wrHFNnQoGJ9ORiXmyBoSA,circle of cranes,Julian Kerins,3NHRPuE3d9PAz2tdQVRNCN,maelstroms,2017-11-13,INDIE POP! TUNES,0HD4Pc1PK8fsyKQq9e2U2v,latin,latin pop,9,1,circle of cranes maelstroms latin latin pop
30209,98,21jGcNKet2qwijlDFuPiPb,circles,Post Malone,4g1ZRSobMefqF6nelkgibi,hollywood bleeding,2019-09-06,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0,1,circles hollywood bleeding edm pop edm
27431,38,6voOIfO1GsbLI5pRh9qwrY,circus maximus,Tape Five,33KRs9X2BB82sW9m2J9hzl,circus maximus,2018-01-12,Electro Swing,3Dr4NKbsFQ2m7tmPxGRroO,edm,electro house,9,0,circus maximus circus maximus edm electro house
28227,53,6wsCLvtcXGQZu38RluW2v6,cityyyyyy lifeee,Dwin,6oI5oEKLPOYodQ2EKQ4oEc,cityyyyyy lifeee,2018-01-07,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,1,1,cityyyyyy lifeee cityyyyyy lifeee edm electro house
19868,74,7DrluKkTviBwCc8AV3VGmf,clandestino,Shakira,1h1hnfRyc45IIDnxUCaGIf,clandestino,2018-06-08,latin hip hop,3nH8aytdqNeRbcRCg3dw9q,latin,latin hip hop,1,0,clandestino clandestino latin latin hip hop
27951,34,2CkhQBlp5X4LUthvEdkuFi,clap clap,CLiQ,60ykhO1IlJwONqAdfzAV7s,clap clap,2018-07-13,💊ELECTRO-HOUSE-TECH💊,0AFYmoSuoMQiGGjzvBwr6u,edm,electro house,11,0,clap clap clap clap edm electro house
